edge_id,weekday_traffic,hourly_weekday_traffic,weekend_traffic,hourly_weekend_traffic,geometry
140060152339173238,26,1,63,2,"LINESTRING (71.5035772557 51.133719294, 71.5037587154 51.1337705904)"
140060152339173254,1262,52,3162,131,"LINESTRING (71.5034633493 51.1338846825, 71.5034732308 51.1338914469, 71.5034754766 51.1338943781, 71.5034907479 51.1339541297, 71.5034906581 51.1339562718, 71.5034583187 51.1340413895, 71.5034580492 51.1340419532, 71.5033152171 51.1342899776, 71.5033153968 51.1342894703, 71.5032013107 51.1345690599)"
140060152339173270,108,4,78,3,"LINESTRING (71.5036381615 51.1339397555, 71.5036561278 51.1339143892, 71.5036560379 51.1339145584, 71.5037467678 51.1337736344)"
140060152339173318,212,8,697,29,"LINESTRING (71.5038094702 51.1339846819, 71.5038427078 51.1339711533, 71.5038463909 51.1339702514, 71.503926341 51.133963487, 71.5039287665 51.1339635434, 71.5040536323 51.1339748173, 71.5040552492 51.1339750428, 71.5042097595 51.1340088644, 71.504210568 51.1340090335, 71.5049444915 51.134217036)"
140060152339173333,77,3,24,1,"LINESTRING (71.5057420159 51.1343434154, 71.5039283173 51.133830455)"
140060152339173378,126,5,375,15,"MULTILINESTRING ((71.5040945056 51.1336097675, 71.50409620334945 51.133635867504005), (71.50409620334945 51.133635867504005, 71.5040963023 51.1336373887, 71.5040950446 51.133634683, 71.50409620334945 51.133635867504005), (71.50409620334945 51.133635867504005, 71.50414986143193 51.13369071820028), (71.50414986143193 51.13369071820028, 71.5041507402 51.1336916165, 71.5041484045 51.1336900381, 71.50414986143193 51.13369071820028), (71.50414986143193 51.13369071820028, 71.50422118033993 51.13372401008445), (71.50422118033993 51.13372401008445, 71.5042220664 51.1337244237, 71.5042204494 51.1337238036, 71.50422118033993 51.13372401008445), (71.50422118033993 51.13372401008445, 71.5056811101 51.1341364281))"
140060152339173398,9,0,21,0,"LINESTRING (71.5038725319 51.1335802861, 71.5039632618 51.1334399248, 71.5039633516 51.1334396993, 71.504323576 51.1329368756)"
140060152339173408,105,4,363,15,"LINESTRING (71.5038844795 51.1335772421, 71.5040713291 51.1336302298)"
140060152339174451,1621,67,3790,157,"LINESTRING (71.4959881085 51.1450409494, 71.4960491939 51.1449552884)"
140060152339174477,0,0,35,1,"LINESTRING (71.4452067946 51.1415766783, 71.4454610179 51.1415834415)"
140060152339175978,1485,61,3769,157,"LINESTRING (71.4917902812 51.152573147, 71.4940917649 51.1517070899)"
140060152339176615,1,0,1,0,"LINESTRING (71.4478339177 51.1386756182, 71.448151023 51.1388678179)"
140060152339176901,1,0,1,0,"LINESTRING (71.4602719911 51.1349250268, 71.4603663142 51.1347936885)"
140060152339177020,483,20,452,18,"LINESTRING (71.4664786311 51.1539522121, 71.4664570715 51.1538288163)"
140060152339180605,159,6,37,1,"LINESTRING (71.5169202919 51.1610461252, 71.5168394435 51.1609610572)"
140060152339180640,1,0,1,0,"LINESTRING (71.5169355633 51.1610403788, 71.5170424628 51.1611524881, 71.5170393187 51.1611602062, 71.5168075534 51.1612447104)"
140060152339180647,124,5,34,1,"LINESTRING (71.5171948171 51.1608339619, 71.5168516606 51.1609629726)"
140060152339180653,32,1,4,0,"LINESTRING (71.5166942758 51.161124658, 71.5169233462 51.1610384634)"
140060152339180697,83,3,9,0,"LINESTRING (71.5183602015 51.1628989346, 71.5167953363 51.1612426823)"
140060152339269785,1732,72,1133,47,"LINESTRING (71.495715919 51.1315011483, 71.4958237168 51.131347815)"
140060152339269829,383,15,925,38,"LINESTRING (71.5172829418 51.1494666483, 71.5160387751 51.1499473156)"
140060152339667365,337,14,736,30,"LINESTRING (71.4686409658 51.1584039868, 71.4689859189 51.1582839833)"
140060152339667378,504,21,1047,43,"LINESTRING (71.4682448088 51.1588605605, 71.468199893 51.1588447856)"
140060152339667381,504,21,1047,43,"LINESTRING (71.4680953291 51.1587961086, 71.4682085168 51.1588349826)"
140060152339817604,361,15,1020,42,"LINESTRING (71.5014857082 51.1495472295, 71.5018261697 51.1494164964)"
140060152339817621,103,4,278,11,"LINESTRING (71.5022911377 51.1499267479, 71.5018231154 51.1494241037)"
140060152339817831,10,0,29,1,"MULTILINESTRING ((71.5023916592 51.1511245067, 71.50245200298778 51.15118290655453), (71.50245200298778 51.15118290655453, 71.5024545412 51.151185363, 71.5024472649 51.1511828273, 71.50245200298778 51.15118290655453), (71.50245200298778 51.15118290655453, 71.5030536277 51.15119297))"
140060152339817842,22,0,30,1,"LINESTRING (71.5023795319 51.1511227599, 71.5028170115 51.1509554046)"
140060152339818962,127,5,228,9,"LINESTRING (71.5036863112 51.1533131987, 71.5038713641 51.1535042106)"
140060152339818984,137,5,260,10,"LINESTRING (71.5040266828 51.1536647389, 71.5042045492 51.1538444803)"
140060152339818995,188,7,361,15,"LINESTRING (71.5039362225 51.1539452253, 71.5041922423 51.1538426772)"
140060152339819012,791,32,1951,81,"LINESTRING (71.5036740042 51.153311283, 71.5037782088 51.1532712774)"
140060152339820916,498,20,1236,51,"LINESTRING (71.5054682992 51.151965162, 71.5053254671 51.152019819)"
140060152339820927,572,23,1420,59,"LINESTRING (71.5051732924 51.1520648968, 71.5053161246 51.1520102399)"
140060152339820932,59,2,150,6,"LINESTRING (71.5050380062 51.1517239942, 71.5048969707 51.1517780881)"
140060152339820969,116,4,277,11,"LINESTRING (71.5050409706 51.1517162746, 71.5053284315 51.1520120994)"
140060152339820970,154,6,365,15,"LINESTRING (71.5050286637 51.1517144151, 71.5051508346 51.151667083)"
140060152339820973,154,6,365,15,"LINESTRING (71.5050490554 51.1515506683, 71.5051631415 51.1516689988)"
140060152339820979,109,4,269,11,"LINESTRING (71.505170328 51.1520725601, 71.5048846637 51.1517761722)"
140060152339820980,643,26,1597,66,"LINESTRING (71.5051855994 51.1520668127, 71.5052610579 51.1521456989)"
140060152339869858,55,2,85,3,"LINESTRING (71.4739218919 51.1386429273, 71.4742039629 51.1382506341)"
140060152339869866,1589,66,4690,195,"LINESTRING (71.4742159105 51.1382478723, 71.4745123545 51.1383346731)"
140060152339869893,3224,134,7455,310,"LINESTRING (71.4746144929 51.1384378192, 71.4746540188 51.1383814552)"
140060152340062524,839,34,1731,72,"LINESTRING (71.5088156016 51.1540716634, 71.5087994319 51.1540541964)"
140060152340062537,1320,55,2621,109,"LINESTRING (71.5086845374 51.1539127142, 71.5087725723 51.15400512)"
140060152340062552,1320,55,2621,109,"LINESTRING (71.508669266 51.1539184614, 71.5086018924 51.1538474665)"
140060152340062605,971,40,2779,115,"LINESTRING (71.5090640756 51.1536820932, 71.5086140196 51.1538494386)"
140060152340062619,464,19,799,33,"LINESTRING (71.5092307131 51.1545072636, 71.5088156914 51.1540717197)"
140060152340062704,762,31,1596,66,"LINESTRING (71.5087995218 51.1540543091, 71.5087573009 51.1540109235)"
140060152340726462,1057,44,901,37,"LINESTRING (71.4849866209 51.1287016647, 71.4849210439 51.1287929935)"
140060152340727924,597,24,1344,56,"LINESTRING (71.4770350933 51.128241579, 71.4766766655 51.127537996)"
140060152340800101,5,0,11,0,"LINESTRING (71.4816332099 51.1393650536, 71.4814697165 51.1395916316, 71.4814697165 51.1395915752, 71.4814598351 51.1396056659)"
140060152340800669,4,0,7,0,"LINESTRING (71.4815182256 51.139658083, 71.4818820433 51.1397634807)"
140060152340800794,4,0,7,0,"MULTILINESTRING ((71.4814598351 51.1396056095, 71.48143908645858 51.139635503215594), (71.48143908645858 51.139635503215594, 71.4814355806 51.1396405543, 71.481431089 51.1396332271, 71.48143908645858 51.139635503215594), (71.48143908645858 51.139635503215594, 71.4815182256 51.1396580266))"
140060152341009987,46,1,39,1,"LINESTRING (71.4860054901 51.1559951248, 71.4857827079 51.1559201891, 71.4857793841 51.1559182171, 71.4855826531 51.1557210175)"
140060152341010006,188,7,388,16,"LINESTRING (71.4860151919 51.1559945613, 71.4857474939 51.1561258392)"
140060152341010031,611,25,1394,58,"LINESTRING (71.4859162874 51.1556045567, 71.4855946905 51.1557228769)"
140060152341010153,611,25,1394,58,"MULTILINESTRING ((71.4861988974 51.155565849, 71.48603971759613 51.15557254213762), (71.48603971759613 51.15557254213762, 71.4860380989 51.1555726102, 71.4860409735 51.1555722158, 71.48603971759613 51.15557254213762), (71.48603971759613 51.15557254213762, 71.4859152094 51.1556048947))"
140060152341011644,723,30,1744,72,"LINESTRING (71.4817219635 51.1564186496, 71.4827846705 51.1560135488)"
140060152341011729,261,10,303,12,"LINESTRING (71.4841910729 51.1555580737, 71.4841389706 51.1555039843)"
140060152341011867,3394,141,8777,365,"LINESTRING (71.4815895518 51.1562723292, 71.4817341806 51.1564205089)"
140060152341012829,357,14,1082,45,"LINESTRING (71.480541667 51.1572276575, 71.4819924462 51.1566974854)"
140060152341012935,3191,132,9940,414,"LINESTRING (71.4788720582 51.1579795787, 71.4787768368 51.1578781664)"
140060152341013003,2767,115,7391,307,"LINESTRING (71.4819659459 51.1566594548, 71.4820045735 51.1566994574)"
140060152341013182,184,7,324,13,"LINESTRING (71.4805303482 51.1576628899, 71.4802383958 51.157344565)"
140060152341013222,310,12,902,37,"LINESTRING (71.4802506129 51.1573466496, 71.4787890539 51.1578801946)"
140060152341014070,179,7,428,17,"LINESTRING (71.4827476599 51.1574722896, 71.4842119138 51.1568919764)"
140060152341014143,1575,65,3886,161,"LINESTRING (71.482493257 51.1572014026, 71.4827600566 51.1574740925)"
140060152341014676,135,5,427,17,"LINESTRING (71.4830137408 51.1577443582, 71.4846729292 51.1571116512)"
140060152341015214,576,24,1799,74,"MULTILINESTRING ((71.4847274569 51.1566233397, 71.48444705709697 51.15671575271377), (71.48444705709697 51.15671575271377, 71.4844453859 51.1567163035, 71.4844482605 51.1567147823, 71.48444705709697 51.15671575271377), (71.48444705709697 51.15671575271377, 71.4844105313 51.1567452068))"
140060152341015341,516,21,1649,68,"LINESTRING (71.4847740795 51.1566821041, 71.484715689 51.1566212551)"
140060152341015587,218,9,549,22,"LINESTRING (71.483220533 51.1569307957, 71.4824902027 51.1572091213)"
140060152341015628,451,18,1440,60,"LINESTRING (71.4842216156 51.1565422638, 71.4844111601 51.1567388965)"
140060152341015647,233,9,497,20,"LINESTRING (71.4842095782 51.1568933286, 71.4843964277 51.1567383894)"
140060152341015743,1556,64,3841,160,"LINESTRING (71.4822848478 51.1569878695, 71.482493257 51.1572014026)"
140060152341015838,289,12,596,24,"LINESTRING (71.4829945169 51.1566859354, 71.4830753653 51.156769321)"
140060152341015958,860,35,1816,75,"LINESTRING (71.4832113702 51.1569212176, 71.483555425 51.156789942)"
140060152341016049,1397,58,3539,147,"LINESTRING (71.4826355501 51.1568141689, 71.4829822998 51.1566840197)"
140060152341016272,478,19,1291,53,"LINESTRING (71.4854473668 51.1557638944, 71.4855857073 51.1557131859)"
140060152341016341,478,19,1291,53,"LINESTRING (71.4854563499 51.1557735854, 71.4853323824 51.1558186596)"
140060152341017171,48,2,63,2,"LINESTRING (71.481206061 51.1601745371, 71.4818196103 51.1608398773)"
140060152341017200,1791,74,7394,308,"LINESTRING (71.4811936643 51.1601725653, 71.4815089729 51.1600514396)"
140060152341017202,1877,78,2295,95,"LINESTRING (71.4818164662 51.1608474827, 71.4816718375 51.1609015658)"
140060152341018421,1578,65,6540,272,"LINESTRING (71.4808395484 51.1597807368, 71.481206061 51.1601745371)"
140060152341018482,53,2,6,0,"LINESTRING (71.4798840104 51.1587635446, 71.4799495874 51.1587387554)"
140060152341018622,927,38,2281,95,"LINESTRING (71.4798808663 51.1587710941, 71.4793346906 51.1581710783)"
140060152341018651,1623,67,4311,179,"LINESTRING (71.4790387855 51.1581448803, 71.4792498896 51.1580665677)"
140060152341019602,90,3,170,7,"LINESTRING (71.4846681681 51.1605233208, 71.4847615929 51.160625854)"
140060152341019683,198,8,468,19,"LINESTRING (71.484841543 51.160460843, 71.4848190851 51.1604704203, 71.4848188156 51.160470533, 71.4846652037 51.1605308136)"
140060152341019754,380,15,545,22,"LINESTRING (71.4852699495 51.1614474637, 71.4852888141 51.1614609843, 71.4852897125 51.161461773, 71.4853822389 51.1615592339)"
140060152341020365,553,23,1799,74,"LINESTRING (71.4853514267 51.1594165108, 71.4851016951 51.1595134126)"
140060152341020438,622,25,1346,56,"LINESTRING (71.4850892983 51.1595114408, 71.4848054307 51.1592105936)"
140060152341020523,672,28,1699,70,"LINESTRING (71.4861035861 51.1590651835, 71.4861583833 51.159122649)"
140060152341020647,797,33,2030,84,"LINESTRING (71.485223327 51.1593658626, 71.4848828655 51.1591833257)"
140060152341020657,797,33,2030,84,"LINESTRING (71.4856163399 51.1592227064, 71.4852336576 51.1593663696)"
140060152341020676,2,0,16,0,"LINESTRING (71.485604033 51.1592207346, 71.485387539 51.1589908725)"
140060152341020691,987,41,2478,103,"LINESTRING (71.4848085748 51.1592029879, 71.4848840333 51.1591742552)"
140060152341021017,348,14,950,39,"LINESTRING (71.4866444617 51.1587119943, 71.4867495646 51.1588241092)"
140060152341021034,711,29,2093,87,"LINESTRING (71.4867302508 51.1588379122, 71.4861005318 51.1590728455)"
140060152341021069,540,22,1415,58,"LINESTRING (71.4865974798 51.1585437651, 71.4865085466 51.1585786955)"
140060152341021192,258,10,518,21,"LINESTRING (71.4868374199 51.1593102565, 71.4867278254 51.159189692)"
140060152341021215,105,4,449,18,"LINESTRING (71.4867032116 51.158981633, 71.4865972103 51.1590205068)"
140060152341021245,446,18,1140,47,"LINESTRING (71.4867506426 51.1588278839, 71.4867075235 51.1589777456)"
140060152341021327,1077,44,3060,127,"LINESTRING (71.4867209982 51.1588283346, 71.4867371679 51.1588221373)"
140060152341021509,138,5,303,12,"MULTILINESTRING ((71.4874065924 51.1590289576, 71.4870167236 51.1591714946, 71.4870090879 51.159171889, 71.48686698591466 51.15913853712191), (71.48686698591466 51.15913853712191, 71.4868626625 51.1591375224, 71.4868707474 51.159136959, 71.48686698591466 51.15913853712191), (71.48686698591466 51.15913853712191, 71.4867404916 51.1591916075))"
140060152341021590,73,3,170,7,"LINESTRING (71.4873943753 51.1590269294, 71.4870844566 51.1586990363)"
140060152341021645,138,5,303,12,"LINESTRING (71.4866006239 51.1590130701, 71.4867434561 51.1591843398)"
140060152341022142,13,0,47,1,"LINESTRING (71.4873975194 51.1590193237, 71.4877712186 51.158877913)"
140060152341022243,807,33,2062,85,"LINESTRING (71.4870876007 51.1586914305, 71.4876409629 51.158484665)"
140060152341022812,263,10,561,23,"LINESTRING (71.4846190303 51.1560724267, 71.4850852559 51.1562882177)"
140060152341022858,1373,57,2771,115,"LINESTRING (71.4846183116 51.1560817232, 71.4843200709 51.1561938444)"
140060152341024230,200,8,598,24,"LINESTRING (71.4884683113 51.1538685396, 71.489162709 51.1536082244)"
140060152341024245,1,0,1,0,"LINESTRING (71.4893977082 51.1535967863, 71.489362674 51.1535612886)"
140060152341024272,31,1,93,3,"LINESTRING (71.4885002913 51.1538907396, 71.488579343 51.1539730034)"
140060152341024565,68,2,238,9,"LINESTRING (71.4893493789 51.153805264, 71.4896691791 51.1541692526)"
140060152341024580,200,8,598,24,"LINESTRING (71.489162709 51.1536082244, 71.4893504569 51.1535377925)"
140060152341024622,1598,66,4100,170,"MULTILINESTRING ((71.4896620824 51.1541775353, 71.4895408099 51.1541837332, 71.4895411692 51.1541837332, 71.4894758921448 51.15418878100559), (71.4894758921448 51.15418878100559, 71.4894755922 51.1541888042, 71.48947676 51.1541886352, 71.4894758921448 51.15418878100559), (71.4894758921448 51.15418878100559, 71.48942773085804 51.15419687242956), (71.48942773085804 51.15419687242956, 71.4894264543 51.1541970869, 71.4894284306 51.1541966361, 71.48942773085804 51.15419687242956), (71.48942773085804 51.15419687242956, 71.4893700401 51.1542163568, 71.4893703995 51.1542161878, 71.4889553778 51.1543745161))"
140060152341025815,254,10,485,20,"LINESTRING (71.4915388427 51.152995689, 71.4919035587 51.1528615849)"
140060152341025951,1500,62,2352,98,"LINESTRING (71.4917217397 51.1526556948, 71.4919157758 51.1528636133)"
140060152341026065,211,8,623,25,"LINESTRING (71.4902965625 51.1531963374, 71.4893596197 51.1535473713)"
140060152341026306,211,8,623,25,"LINESTRING (71.489362674 51.1535397083, 71.4893779453 51.153555485)"
140060152341026439,8,0,1,0,"LINESTRING (71.4908080632 51.1529983936, 71.490636485 51.1528231566)"
140060152341026844,778,32,1293,53,"LINESTRING (71.4908210888 51.1532730241, 71.4905740521 51.1533643043)"
140060152341026996,211,8,623,25,"LINESTRING (71.4908111175 51.1529906742, 71.4912234442 51.1528357219)"
140060152341027209,26,1,50,2,"LINESTRING (71.4903535157 51.1532427101, 71.4904945512 51.1533869553)"
140060152341027342,211,8,623,25,"LINESTRING (71.4902873997 51.1531867585, 71.4908111175 51.1529906742)"
140060152341027393,546,22,1161,48,"LINESTRING (71.4895391929 51.1537326913, 71.490482424 51.1533850396)"
140060152341027661,111,4,148,6,"LINESTRING (71.4913225284 51.1528818132, 71.4915489039 51.1529961961)"
140060152341027690,343,14,578,24,"LINESTRING (71.4915478259 51.1530053805, 71.4908210888 51.1532730241)"
140060152341027753,200,8,598,24,"LINESTRING (71.4916125944 51.1527027442, 71.491232607 51.1528453008)"
140060152341027938,200,8,598,24,"LINESTRING (71.4866222733 51.1545604526, 71.4884683113 51.1538685396)"
140060152341028021,230,9,690,28,"LINESTRING (71.4884850199 51.1538965431, 71.488465257 51.1538762589)"
140060152341035189,570,23,1488,62,"LINESTRING (71.4883385945 51.1554480919, 71.4885874279 51.1557106505)"
140060152341035516,570,23,1488,62,"LINESTRING (71.4885875177 51.1557107068, 71.488605484 51.1557298634)"
140060152341036912,156,6,350,14,"LINESTRING (71.4853361554 51.1562573985, 71.4856415826 51.1561503482)"
140060152341037015,1026,42,3110,129,"LINESTRING (71.4863138817 51.1568223947, 71.4864612054 51.1567761947)"
140060152341037454,187,7,507,21,"MULTILINESTRING ((71.4860749298 51.1568238596, 71.48616437244057 51.15666398126332), (71.48616437244057 51.15666398126332, 71.4861647614 51.156663286, 71.4861643122 51.1566649762, 71.48616437244057 51.15666398126332), (71.48616437244057 51.15666398126332, 71.4861697021 51.1565759563))"
140060152341037705,1169,48,3613,150,"LINESTRING (71.4858961651 51.1567881954, 71.4860857096 51.1568203101)"
140060152341038015,414,17,1234,51,"LINESTRING (71.4839611041 51.1564487362, 71.4837832377 51.1563923942)"
140060152341038077,1439,59,3443,143,"LINESTRING (71.4833299478 51.1565533068, 71.4837826987 51.1563825907)"
140060152341038121,451,18,1440,60,"LINESTRING (71.4842186511 51.1565499263, 71.484161159 51.1565718996)"
140060152341038657,279,11,786,32,"LINESTRING (71.4827570023 51.1561031333, 71.4817733471 51.1564721745)"
140060152341038685,261,10,303,12,"LINESTRING (71.484365346 51.1557389346, 71.4841910729 51.1555580737)"
140060152341038775,3113,129,8355,348,"LINESTRING (71.4817341806 51.1564205653, 71.4817764014 51.156464512)"
140060152341039205,822,34,1965,81,"LINESTRING (71.4842273648 51.1558101519, 71.4843863666 51.1557504285)"
140060152341040111,737,30,1736,72,"LINESTRING (71.4834187014 51.1561224024, 71.4829066617 51.1560446498)"
140060152341040140,86,3,230,9,"LINESTRING (71.4834253489 51.1561217263, 71.4832681437 51.1561803223)"
140060152341040218,1,0,1,0,"LINESTRING (71.4829041464 51.1560343955, 71.4837728173 51.1557087348)"
140060152341041656,503,20,1083,45,"LINESTRING (71.4829063922 51.1560445935, 71.4827869162 51.1560237468)"
140060152341041677,221,9,662,27,"LINESTRING (71.4841511877 51.1555059, 71.4827938333 51.156023127)"
140060152341041970,1,0,1,0,"LINESTRING (71.4842289818 51.1558202372, 71.4837744342 51.1557188202)"
140060152341042002,822,34,1965,81,"LINESTRING (71.4842365276 51.1558197301, 71.4834253489 51.1561217263)"
140060152341042040,1,0,1,0,"LINESTRING (71.4837728173 51.1557087348, 71.4841941271 51.155550411)"
140060152341042381,905,37,2270,94,"LINESTRING (71.4803890433 51.1570626343, 71.4786427183 51.157724639)"
140060152341042452,3391,141,9141,380,"LINESTRING (71.4818078424 51.1565182059, 71.48176113 51.1564703152)"
140060152341042523,3463,144,10842,451,"LINESTRING (71.4787768368 51.1578781664, 71.4786304114 51.1577226671)"
140060152341042767,40,1,119,4,"LINESTRING (71.4803921874 51.1570550283, 71.4805538841 51.1572296858)"
140060152341042824,390,16,1181,49,"LINESTRING (71.4805506502 51.1572373482, 71.4802506129 51.1573466496)"
140060152341042849,945,39,2389,99,"LINESTRING (71.4818200595 51.1565200651, 71.4803890433 51.1570626343)"
140060152341043625,45,1,133,5,"LINESTRING (71.4832614962 51.1561809984, 71.4827503548 51.1561038094)"
140060152341043686,41,1,97,4,"LINESTRING (71.4832681437 51.1561803223, 71.4824012695 51.156503726)"
140060152341043722,235,9,653,27,"LINESTRING (71.4827478395 51.1560935551, 71.4829041464 51.1560343955)"
140060152341046027,746,31,1898,79,"MULTILINESTRING ((71.4895867138 51.1559836872, 71.49000821102504 51.15582316019157), (71.49000821102504 51.15582316019157, 71.4900098203 51.1558225473, 71.4900071253 51.1558241249, 71.49000821102504 51.15582316019157), (71.49000821102504 51.15582316019157, 71.49003891593743 51.15579587769664), (71.49003891593743 51.15579587769664, 71.4900394647 51.1557953901, 71.4900384765 51.1557965733, 71.49003891593743 51.15579587769664), (71.49003891593743 51.15579587769664, 71.4900573412 51.1557667116, 71.4900588683 51.1557650776, 71.4900974959 51.1557374697, 71.4900996518 51.1557363428, 71.4908416602 51.1554535008))"
140060152341050415,501,20,972,40,"LINESTRING (71.4921811382 51.1562536236, 71.4918748126 51.1563657444)"
140060152341050467,1,0,1,0,"MULTILINESTRING ((71.4923661013 51.1568051542, 71.49261179176993 51.1567117136136), (71.49261179176993 51.1567117136136, 71.4926194262 51.1567088101, 71.4926163719 51.1567164725, 71.49261179176993 51.1567117136136), (71.49261179176993 51.1567117136136, 71.4921690109 51.1562516516))"
140060152341050498,28,1,41,1,"LINESTRING (71.4918779567 51.1563580256, 71.4920360602 51.1565225442)"
140060152341064288,8,0,24,1,"LINESTRING (71.4849771886 51.1568844267, 71.4846708631 51.1570145752)"
140060152341064387,537,22,1584,66,"LINESTRING (71.4851243326 51.1570517041, 71.4849644325 51.1568826801)"
140060152341075312,1045,43,2012,83,"LINESTRING (71.4862384232 51.1607801604, 71.4864037132 51.1609593107)"
140060152341075332,900,37,1943,80,"LINESTRING (71.486532352 51.1611133907, 71.4865907425 51.1610908562)"
140060152341075476,322,13,515,21,"LINESTRING (71.4862261163 51.1607781886, 71.4866510194 51.1606187555)"
140060152341075623,1045,43,2012,83,"MULTILINESTRING ((71.486587778 51.1610985179, 71.48644522699118 51.160948066694395), (71.48644522699118 51.160948066694395, 71.4864404543 51.1609430295, 71.4864530307 51.1609447759, 71.48644522699118 51.160948066694395), (71.48644522699118 51.160948066694395, 71.4864009285 51.1609667472))"
140060152341075646,1370,57,2822,117,"LINESTRING (71.4865908323 51.1610908562, 71.4866941386 51.1610514208)"
140060152341165164,1057,44,2998,124,"LINESTRING (71.4547949628 51.1507443219, 71.45526568 51.1508711069)"
140060152341287310,1,0,1,0,"LINESTRING (71.4990269294 51.1459163174, 71.4993054072 51.1458746148, 71.4993077428 51.1458745021, 71.4994505749 51.1458778834, 71.4994526411 51.1458780525, 71.4995775069 51.1458994673, 71.499580112 51.1459001999, 71.499679825 51.1459419025, 71.499681442 51.1459428042, 71.499781155 51.1460109935, 71.4997825923 51.1460122896, 71.4999110513 51.1461729003)"
140060152341287422,454,18,1133,47,"LINESTRING (71.4990326787 51.1459167119, 71.4999067394 51.146170308)"
140060152341287424,826,34,2243,93,"LINESTRING (71.5002838522 51.1462914701, 71.4998993732 51.1461804518)"
140060152341544414,33,1,39,1,"LINESTRING (71.4857496499 51.1561185711, 71.4858718208 51.1562453413)"
140060152341546170,289,12,732,30,"LINESTRING (71.468985829 51.1582839833, 71.469786228 51.158001157)"
140060152341546221,3259,135,8398,349,"LINESTRING (71.48192642 51.1566193958, 71.4819659459 51.1566593984)"
140060152341546692,1138,47,3432,143,"LINESTRING (71.4866314362 51.1545700311, 71.4863906877 51.1546607453)"
140060152341546811,219,9,545,22,"LINESTRING (71.486499294 51.1564654698, 71.486183087 51.1565809707)"
140060152341547038,2024,84,4426,184,"LINESTRING (71.4843984939 51.1557522878, 71.4844236467 51.1557776421)"
140060152341547399,878,36,2669,111,"LINESTRING (71.4917185956 51.152663358, 71.4916125944 51.1527028006)"
140060152341549887,8,0,1,0,"LINESTRING (71.490787941 51.1530780671, 71.4908068056 51.1529946748)"
140060152341551059,303,12,614,25,"LINESTRING (71.4891878618 51.1533687556, 71.4906395393 51.1528154372)"
140060152341648194,2918,121,7390,307,"LINESTRING (71.475458011 51.1588414053, 71.475061854 51.1589816893)"
140060152341648322,17,0,37,1,"LINESTRING (71.4750333774 51.1591876638, 71.4756810627 51.1589606186)"
140060152341648333,1,0,1,0,"LINESTRING (71.4743596409 51.1592130162, 71.4750531403 51.1589718863)"
140060152341648352,3233,134,7716,321,"LINESTRING (71.4735463961 51.1595022576, 71.4736748552 51.1596678918)"
140060152341648354,3478,144,8434,351,"LINESTRING (71.4736756636 51.1596694693, 71.4736963249 51.159750596)"
140060152341648361,253,10,741,30,"LINESTRING (71.4747477131 51.1592873831, 71.4750333774 51.1591876638)"
140060152341648373,2918,121,7390,307,"LINESTRING (71.475028796 51.1591922836, 71.4750485589 51.1589765061)"
140060152341648463,1624,67,2737,114,"LINESTRING (71.4756794457 51.1589696891, 71.4754476804 51.1588406729)"
140060152341648465,1640,68,2774,115,"LINESTRING (71.4757575991 51.1590136334, 71.4756794457 51.1589696891)"
140060152341648517,1,0,1,0,"LINESTRING (71.4759766084 51.1589342519, 71.4757681993 51.1590142532)"
140060152341648526,1640,68,2774,115,"LINESTRING (71.4757699959 51.1590056333, 71.4760278124 51.1591780299)"
140060152341648543,140,5,323,13,"LINESTRING (71.4755627546 51.1595007929, 71.4755124489 51.1595537508, 71.4755090353 51.159555779, 71.4752063031 51.1596588777)"
140060152341648550,143,5,316,13,"MULTILINESTRING ((71.475550807 51.1594930182, 71.47570862649533 51.15943741296852), (71.47570862649533 51.15943741296852, 71.4757107071 51.1594366799, 71.4757073833 51.1594387081, 71.47570862649533 51.15943741296852), (71.47570862649533 51.15943741296852, 71.4758690801 51.1592702562))"
140060152341649244,1,0,1,0,"LINESTRING (71.4775192852 51.1584320439, 71.4770916872 51.1579892129)"
140060152341649270,1,0,1,0,"LINESTRING (71.4775345566 51.1584262972, 71.4779917991 51.1588995471)"
140060152341649297,4300,179,11693,487,"LINESTRING (71.4752075607 51.1586980785, 71.4754051901 51.1586282178, 71.4754049206 51.1586283305, 71.4767002912 51.1581325418, 71.4770946516 51.1579815506)"
140060152341649369,1,0,1,0,"MULTILINESTRING ((71.4772558094 51.1591877765, 71.47716256816527 51.15922363507108), (71.47716256816527 51.15922363507108, 71.477160588 51.1592243966, 71.4771637321 51.159222312, 71.47716256816527 51.15922363507108), (71.47716256816527 51.15922363507108, 71.4770343747 51.1593693555))"
140060152341649798,1,0,1,0,"LINESTRING (71.4770252118 51.1593611301, 71.4772381126 51.1593408483, 71.4772409872 51.1593408483, 71.4773110558 51.1593487357, 71.4773142897 51.1593495244, 71.477380765 51.1593760035, 71.4773830108 51.1593772992, 71.477440503 51.1594229333, 71.4774411318 51.1594234404, 71.4777303893 51.1597186524, 71.4777315571 51.1597205678, 71.4777441336 51.1597633847, 71.4777443132 51.1597643988, 71.4777443132 51.1598032719, 71.4777434149 51.1598056945, 71.4777173638 51.1598394972)"
140060152341649997,10,0,1,0,"LINESTRING (71.4796932082 51.1603677177, 71.4801396709 51.1608308071, 71.4801408387 51.1608347506, 71.4801291606 51.1608713694, 71.4801286217 51.1608724398, 71.4801025705 51.160911312)"
